block_index	block_type	style	alignment	text
160	paragraph	Normal	JUSTIFY (3)	2. Khi người lao động làm việc có liên quan trực tiếp đến bí mật kinh doanh, bí mật công nghệ theo quy định của pháp luật thì người sử dụng lao động có quyền thỏa thuận bằng văn bản với người lao động về nội dung, thời hạn bảo vệ bí mật kinh doanh, bảo vệ bí mật công nghệ, quyền lợi và việc bồi thường trong trường hợp vi phạm.
161	paragraph	Normal	JUSTIFY (3)	3. Đối với người lao động làm việc trong lĩnh vực nông nghiệp, lâm nghiệp, ngư nghiệp, diêm nghiệp thì tùy theo loại công việc mà hai bên có thể giảm một số nội dung chủ yếu của hợp đồng lao động và thỏa thuận bổ sung nội dung về phương thức giải quyết trong trường hợp thực hiện hợp đồng chịu ảnh hưởng của thiên tai, hỏa hoạn, thời tiết.
162	paragraph	Normal	JUSTIFY (3)	4. Chính phủ quy định nội dung của hợp đồng lao động đối với người lao động được thuê làm giám đốc trong doanh nghiệp có vốn nhà nước.
163	paragraph	Normal	JUSTIFY (3)	5. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chi tiết các khoản 1, 2 và 3 Điều này.
164	paragraph	Normal	JUSTIFY (3)	Điều 22. Phụ lục hợp đồng lao động
165	paragraph	Normal	JUSTIFY (3)	1. Phụ lục hợp đồng lao động là bộ phận của hợp đồng lao động và có hiệu lực như hợp đồng lao động. 
166	paragraph	Normal	JUSTIFY (3)	2. Phụ lục hợp đồng lao động quy định chi tiết, sửa đổi, bổ sung một số điều, khoản của hợp đồng lao động nhưng không được sửa đổi thời hạn của hợp đồng lao động. 
167	paragraph	Normal	JUSTIFY (3)	Trường hợp phụ lục hợp đồng lao động quy định chi tiết một số điều, khoản của hợp đồng lao động mà dẫn đến cách hiểu khác với hợp đồng lao động thì thực hiện theo nội dung của hợp đồng lao động.
168	paragraph	Normal	JUSTIFY (3)	Trường hợp phụ lục hợp đồng lao động sửa đổi, bổ sung một số điều, khoản của hợp đồng lao động thì phải ghi rõ nội dung điều, khoản sửa đổi, bổ sung và thời điểm có hiệu lực. 
169	paragraph	Normal	JUSTIFY (3)	Điều 23. Hiệu lực của hợp đồng lao động
170	paragraph	Normal	JUSTIFY (3)	Hợp đồng lao động có hiệu lực kể từ ngày hai bên giao kết, trừ trường hợp hai bên có thỏa thuận hoặc pháp luật có quy định khác.
171	paragraph	Normal	JUSTIFY (3)	Điều 24. Thử việc
172	paragraph	Normal	JUSTIFY (3)	1. Người sử dụng lao động và người lao động có thể thỏa thuận nội dung thử việc ghi trong hợp đồng lao động hoặc thỏa thuận về thử việc bằng việc giao kết hợp đồng thử việc.
173	paragraph	Normal	JUSTIFY (3)	2. Nội dung chủ yếu của hợp đồng thử việc gồm thời gian thử việc và nội dung quy định tại các điểm a, b, c, đ, g và h khoản 1 Điều 21 của Bộ luật này. 
174	paragraph	Normal	JUSTIFY (3)	3. Không áp dụng thử việc đối với người lao động giao kết hợp đồng lao động có thời hạn dưới 01 tháng.
175	paragraph	Normal	JUSTIFY (3)	Điều 25. Thời gian thử việc
176	paragraph	Normal	JUSTIFY (3)	Thời gian thử việc do hai bên thỏa thuận căn cứ vào tính chất và mức độ phức tạp của công việc nhưng chỉ được thử việc một lần đối với một công việc và bảo đảm điều kiện sau đây:
177	paragraph	Normal	JUSTIFY (3)	1. Không quá 180 ngày đối với công việc của người quản lý doanh nghiệp theo quy định của Luật Doanh nghiệp, Luật Quản lý, sử dụng vốn nhà nước đầu tư vào sản xuất, kinh doanh tại doanh nghiệp;
178	paragraph	Normal	JUSTIFY (3)	2. Không quá 60 ngày đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn, kỹ thuật từ cao đẳng trở lên;
179	paragraph	Normal	JUSTIFY (3)	3. Không quá 30 ngày đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn, kỹ thuật trung cấp, công nhân kỹ thuật, nhân viên nghiệp vụ;
180	paragraph	Normal	JUSTIFY (3)	4. Không quá 06 ngày làm việc đối với công việc khác.
181	paragraph	Normal	JUSTIFY (3)	Điều 26. Tiền lương thử việc
182	paragraph	Normal	JUSTIFY (3)	Tiền lương của người lao động trong thời gian thử việc do hai bên thỏa thuận nhưng ít nhất phải bằng 85% mức lương của công việc đó.
183	paragraph	Normal	JUSTIFY (3)	Điều 27. Kết thúc thời gian thử việc
184	paragraph	Normal	JUSTIFY (3)	1. Khi kết thúc thời gian thử việc, người sử dụng lao động phải thông báo kết quả thử việc cho người lao động.
185	paragraph	Normal	JUSTIFY (3)	Trường hợp thử việc đạt yêu cầu thì người sử dụng lao động tiếp tục thực hiện hợp đồng lao động đã giao kết đối với trường hợp thỏa thuận thử việc trong hợp đồng lao động hoặc phải giao kết hợp đồng lao động đối với trường hợp giao kết hợp đồng thử việc. 
186	paragraph	Normal	JUSTIFY (3)	Trường hợp thử việc không đạt yêu cầu thì chấm dứt hợp đồng lao động đã giao kết hoặc hợp đồng thử việc.
187	paragraph	Normal	JUSTIFY (3)	2. Trong thời gian thử việc, mỗi bên có quyền hủy bỏ hợp đồng thử việc hoặc hợp đồng lao động đã giao kết mà không cần báo trước và không phải bồi thường. 
188	paragraph	Normal	CENTER (1)	Mục 2
189	paragraph	Normal	CENTER (1)	THỰC HIỆN HỢP ĐỒNG LAO ĐỘNG
190	paragraph	Normal	JUSTIFY (3)	Điều 28. Thực hiện công việc theo hợp đồng lao động
191	paragraph	Normal	JUSTIFY (3)	Công việc theo hợp đồng lao động phải do người lao động đã giao kết hợp đồng thực hiện. Địa điểm làm việc được thực hiện theo hợp đồng lao động, trừ trường hợp hai bên có thỏa thuận khác.
192	paragraph	Normal	JUSTIFY (3)	Điều 29. Chuyển người lao động làm công việc khác so với hợp đồng lao động
193	paragraph	Normal	JUSTIFY (3)	1. Khi gặp khó khăn đột xuất do thiên tai, hỏa hoạn, dịch bệnh nguy hiểm, áp dụng biện pháp ngăn ngừa, khắc phục tai nạn lao động, bệnh nghề nghiệp, sự cố điện, nước hoặc do nhu cầu sản xuất, kinh doanh thì người sử dụng lao động được quyền tạm thời chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không được quá 60 ngày làm việc cộng dồn trong 01 năm; trường hợp chuyển người lao động làm công việc khác so với hợp đồng lao động quá 60 ngày làm việc cộng dồn trong 01 năm thì chỉ được thực hiện khi người lao động đồng ý bằng văn bản.
194	paragraph	Normal	JUSTIFY (3)	Người sử dụng lao động quy định cụ thể trong nội quy lao động những trường hợp do nhu cầu sản xuất, kinh doanh mà người sử dụng lao động được tạm thời chuyển người lao động làm công việc khác so với hợp đồng lao động.
195	paragraph	Normal	JUSTIFY (3)	2. Khi tạm thời chuyển người lao động làm công việc khác so với hợp đồng lao động quy định tại khoản 1 Điều này, người sử dụng lao động phải báo cho người lao động biết trước ít nhất 03 ngày làm việc, thông báo rõ thời hạn làm tạm thời và bố trí công việc phù hợp với sức khỏe, giới tính của người lao động.
196	paragraph	Normal	JUSTIFY (3)	3. Người lao động chuyển sang làm công việc khác so với hợp đồng lao động được trả lương theo công việc mới. Nếu tiền lương của công việc mới thấp hơn tiền lương của công việc cũ thì được giữ nguyên tiền lương của công việc cũ trong thời hạn 30 ngày làm việc. Tiền lương theo công việc mới ít nhất phải bằng 85% tiền lương của công việc cũ nhưng không thấp hơn mức lương tối thiểu.
197	paragraph	Normal	JUSTIFY (3)	4. Người lao động không đồng ý tạm thời làm công việc khác so với hợp đồng lao động quá 60 ngày làm việc cộng dồn trong 01 năm mà phải ngừng việc thì người sử dụng lao động phải trả lương ngừng việc theo quy định tại Điều 99 của Bộ luật này.
198	paragraph	Normal	JUSTIFY (3)	Điều 30. Tạm hoãn thực hiện hợp đồng lao động
199	paragraph	Normal	JUSTIFY (3)	1. Các trường hợp tạm hoãn thực hiện hợp đồng lao động bao gồm:
200	paragraph	Normal	JUSTIFY (3)	a) Người lao động thực hiện nghĩa vụ quân sự, nghĩa vụ tham gia Dân quân tự vệ;
201	paragraph	Normal	JUSTIFY (3)	b) Người lao động bị tạm giữ, tạm giam theo quy định của pháp luật về tố tụng hình sự;
202	paragraph	Normal	JUSTIFY (3)	c) Người lao động phải chấp hành quyết định áp dụng biện pháp đưa vào trường giáo dưỡng, cơ sở cai nghiện bắt buộc hoặc cơ sở giáo dục bắt buộc;
203	paragraph	Normal	JUSTIFY (3)	d) Lao động nữ mang thai theo quy định tại Điều 138 của Bộ luật này;
204	paragraph	Normal	JUSTIFY (3)	đ) Người lao động được bổ nhiệm làm người quản lý doanh nghiệp của công ty trách nhiệm hữu hạn một thành viên do Nhà nước nắm giữ 100% vốn điều lệ; 
205	paragraph	Normal	JUSTIFY (3)	e) Người lao động được ủy quyền để thực hiện quyền, trách nhiệm của đại diện chủ sở hữu nhà nước đối với phần vốn nhà nước tại doanh nghiệp;
206	paragraph	Normal	JUSTIFY (3)	g) Người lao động được ủy quyền để thực hiện quyền, trách nhiệm của doanh nghiệp đối với phần vốn của doanh nghiệp đầu tư tại doanh nghiệp khác;
207	paragraph	Normal	JUSTIFY (3)	h) Trường hợp khác do hai bên thỏa thuận.
208	paragraph	Normal	JUSTIFY (3)	2. Trong thời gian tạm hoãn thực hiện hợp đồng lao động, người lao động không được hưởng lương và quyền, lợi ích đã giao kết trong hợp đồng lao động, trừ trường hợp hai bên có thỏa thuận hoặc pháp luật có quy định khác.
209	paragraph	Normal	JUSTIFY (3)	Điều 31. Nhận lại người lao động hết thời hạn tạm hoãn thực hiện hợp đồng lao động
210	paragraph	Normal	JUSTIFY (3)	Trong thời hạn 15 ngày kể từ ngày hết thời hạn tạm hoãn thực hiện hợp đồng lao động, người lao động phải có mặt tại nơi làm việc và người sử dụng lao động phải nhận người lao động trở lại làm công việc theo hợp đồng lao động đã giao kết nếu hợp đồng lao động còn thời hạn, trừ trường hợp hai bên có thỏa thuận hoặc pháp luật có quy định khác. 
211	paragraph	Normal	JUSTIFY (3)	Điều 32. Làm việc không trọn thời gian
212	paragraph	Normal	JUSTIFY (3)	1. Người lao động làm việc không trọn thời gian là người lao động có thời gian làm việc ngắn hơn so với thời gian làm việc bình thường theo ngày hoặc theo tuần hoặc theo tháng được quy định trong pháp luật về lao động, thỏa ước lao động tập thể hoặc nội quy lao động.
213	paragraph	Normal	JUSTIFY (3)	2. Người lao động thỏa thuận với người sử dụng lao động làm việc không trọn thời gian khi giao kết hợp đồng lao động.
214	paragraph	Normal	JUSTIFY (3)	3. Người lao động làm việc không trọn thời gian được hưởng lương; bình đẳng trong thực hiện quyền và nghĩa vụ với người lao động làm việc trọn thời gian; bình đẳng về cơ hội, không bị phân biệt đối xử, bảo đảm an toàn, vệ sinh lao động.
215	paragraph	Normal	JUSTIFY (3)	Điều 33. Sửa đổi, bổ sung hợp đồng lao động
216	paragraph	Normal	JUSTIFY (3)	1. Trong quá trình thực hiện hợp đồng lao động, nếu bên nào có yêu cầu sửa đổi, bổ sung nội dung hợp đồng lao động thì phải báo cho bên kia biết trước ít nhất 03 ngày làm việc về nội dung cần sửa đổi, bổ sung.
217	paragraph	Normal	JUSTIFY (3)	2. Trường hợp hai bên thỏa thuận được thì việc sửa đổi, bổ sung nội dung hợp đồng lao động được tiến hành bằng việc ký kết phụ lục hợp đồng lao động hoặc giao kết hợp đồng lao động mới. 
218	paragraph	Normal	JUSTIFY (3)	3. Trường hợp hai bên không thỏa thuận được việc sửa đổi, bổ sung nội dung hợp đồng lao động thì tiếp tục thực hiện hợp đồng lao động đã giao kết.
